"S.N.","Project Code","Partner Institution","Partner Code","Name of the Project","State","State Code","Project District","District Code","New Local Unit","Local Unit code","Branch","BLB","Extension Counter","Tablet","Other Major Products (Local units coverage)","Beneficiaries","S-CF Funds","Allocated Funds to Local Units","Allocated Beneficiaries at Local Units","Female Pct","Total Beneficiaries","Female Beneficiaries","Status","Start date","End Date","Project Year"
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Aadarsha",706,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Begtan",708,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Budhikedar",707,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Dipayal Silgadi",709,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Jorayal",710,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"K I Singh",711,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Purbichauki",712,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Sayal",713,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Doti",70,"Shikhar",714,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Humla",66,"Aadanchuli",665,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Humla",66,"Chankhelle",666,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Humla",66,"Kharpunath",667,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Humla",66,"Namkha",668,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Humla",66,"Sarkegad",669,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Humla",66,"Simikot",670,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Humla",66,"Tajakot",671,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Chulachuli",18,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Deumai",19,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Fakfokthum ",20,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Ilam",21,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Mai",22,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Mai Jogmai",23,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Mangsebung",24,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Rong",25,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Sandakpur",26,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Ilam",3,"Suryodaya",27,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jajarkot",60,"Barekot",629,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jajarkot",60,"Bheri",630,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jajarkot",60,"Chejagadh",631,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jajarkot",60,"Junichhande",632,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jajarkot",60,"Kuse",633,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jajarkot",60,"Shivalaya",634,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jajarkot",60,"Tribeni Nalgad",635,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Arjundhara",28,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Barhadashi",29,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Bhadrapur",30,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Birtamode",31,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Buddhashanti",32,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Damak",33,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Gauradaha",34,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Gaurigunj",35,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Haldibari",36,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Jhapa",37,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Kachanakawal",38,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Kamal",39,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Kankai",40,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Mechinagar",41,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 1",1,"Jhapa",4,"Shivasatakshi",42,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Chandannath",644,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Guthichaur",645,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Hima",646,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Kanakasundari",647,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Patarashi",648,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Sinja",649,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Tatopani",650,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Jumla",63,"Tila",651,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Bardagoriya",716,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Bhajani",717,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Chure",718,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Dhangadi",719,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Gauriganga",720,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Ghodaghodi",721,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Godawari",722,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Janaki",723,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Joshipur",724,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Kailari",725,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Lamki Chuha",726,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Mohanyal",727,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kailali",71,"Tikapur",728,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Kalika",652,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Khadachakra",653,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Mahabai",654,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Naraharinath",655,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Pachaljharana",656,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Palata",657,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Raskot",658,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Sanni Triveni",659,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Karnali",6,"Kalikot",64,"Tilagufa",660,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Bedkot",729,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Belauri",730,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Beldandi",731,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Bhimdatta",732,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Krishnapur",733,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Laljhadi",734,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Mahakali",735,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Punarbas",736,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Sudurpaschim",7,"Kanchanpur",72,"Shukla Phanta",737,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Bandganga",528,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Bijayanagar",529,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Buddhabhumi",530,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Kapilbastu",531,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Krishnanagar",532,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Maharajgunj",533,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Mayadevi",534,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Shivraj",535,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Shuddodan",536,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 5",5,"Kapilbastu",49,"Yashodhara",537,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Aaurahi",194,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Balawa",195,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Bardibas",196,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Bhangaha",197,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Ekdara",198,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Gaushala",199,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Jaleshwor",200,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Loharpatti",201,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Mahottari",202,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Manarashiswa",203,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Matihani",204,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Pipara",205,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
77,"5-3-223","eSewa Fonepay Pvt. Ltd.",6,"eSewa Cash Point","Province 2",2,"Mahottari",18,"Ramgopalpur",206,0,0,0,0,1,0,0,133630.289532294,168.229398663697,22,168,37,"Ongoing","2019-05-01","2020-07-31",
